ஆப்பிரிக்கா	Afrika
பகுப்பு:கர்நாடக மாநிலத்தில் உள்ள மாவட்டங்கள்	Categorie:District van Karnataka
பகுப்பு:கேரள மாநிலத்திலுள்ள மாவட்டங்கள்	Categorie:District van Kerala
பகுப்பு:மகாராட்டிர மாவட்டங்கள்	Categorie:District van Maharashtra
பகுப்பு:மலேசியாவின் மாவட்டங்கள்	Categorie:District van Maleisië
பகுப்பு:மேகாலயா மாவட்டங்கள்	Categorie:District van Meghalaya
பகுப்பு:நேபாளத்தின் மாவட்டங்கள்	Categorie:District van Nepal
பகுப்பு:ஒடிசாவின் மாவட்டங்கள்	Categorie:District van Odisha
பகுப்பு:பாக்கித்தானின் மாவட்டங்கள்	Categorie:District van Pakistan
பகுப்பு:புதுச்சேரி மாநிலத்திலுள்ள மாவட்டங்கள்	Categorie:District van Puducherry
பகுப்பு:இராஜஸ்தான் மாவட்டங்கள்	Categorie:District van Rajasthan
பகுப்பு:சிக்கிம் மாவட்டங்கள்	Categorie:District van Sikkim
பகுப்பு:தமிழ்நாடு மாவட்டங்கள்	Categorie:District van Tamil Nadu
பகுப்பு:உத்தரப் பிரதேசத்தில் உள்ள மாவட்டங்கள்	Categorie:District van Uttar Pradesh
பகுப்பு:மேற்கு வங்காள மாவட்டங்கள்	Categorie:District van West-Bengalen
பகுப்பு:டச்சுக் கிழக்கிந்தியக் கம்பனி	Categorie:Vereenigde Oostindische Compagnie
பகுப்பு:போரியல்	Categorie:Oorlog
பகுப்பு:கிழக்கு மரபுவழித் திருச்சபை ஆயர்கள்	Categorie:Oosters-orthodox bisschop
பகுப்பு:கிழக்கு மரபுவழித் திருச்சபை	Categorie:Oosters-orthodoxe Kerk
பகுப்பு:கொட்டைகள்	Categorie:Eetbare noten en zaden
பகுப்பு:ஒடுக்க வினைகள்	Categorie:Condensatiereactie
பகுப்பு:தென்னாப்பிரிக்காவில் தேர்தல்கள்	Categorie:Verkiezingen in Zuid-Afrika
பகுப்பு:மின்காந்தவியல்	Categorie:Elektromagnetisme
பகுப்பு:இலத்திரனிய பரிசோதனைக் கருவிகள்	Categorie:Elektrisch meetinstrument
பகுப்பு:ஆற்றல்	Categorie:Energie
வார்ப்புரு:Infobox Weapon	Sjabloon:Infobox wapen
பகுப்பு:இங்கிலாந்துத் துடுப்பாட்டக்காரர்கள்	Categorie:Engels cricketspeler
பகுப்பு:சுற்றுச்சூழல் செயற்பாட்டாளர்கள்	Categorie:Milieuactivist
பகுப்பு:துடுப்பாட்ட வார்ப்புருக்கள்	Categorie:Wikipedia:Sjablonen cricket
பகுப்பு:கிரிமியா	Categorie:Krim
பகுப்பு:அழிந்த பறவைகள்	Categorie:Uitgestorven vogel
பகுப்பு:தொகையீட்டு நுண்கணிதம்	Categorie:Integraalrekening
பகுப்பு:பெண்ணியம்	Categorie:Feminisme
பகுப்பு:பெண்ணியவாதிகள்	Categorie:Feminist
பகுப்பு:பிலிப்பினோ கவிஞர்கள்	Categorie:Filipijns dichter
மீட்பு (கிறித்தவம்)	Verlossing (christendom)
பகுப்பு:புளோரைடுகள்	Categorie:Fluoride
பகுப்பு:புளோரின்	Categorie:Fluor
பகுப்பு:புளோரின் சேர்மங்கள்	Categorie:Verbinding van fluor
பகுப்பு:நாடோடிப் பாடல்கள்	Categorie:Volksliedje
பகுப்பு:காடு	Categorie:Bos
பகுப்பு:பிரெஞ்சு பொலினீசியா	Categorie:Frans-Polynesië
பகுப்பு:பிரெஞ்சு கலைஞர்கள்	Categorie:Frans kunstenaar
பகுப்பு:பிரெஞ்சு மொழி	Categorie:Frans
பகுப்பு:பிரெஞ்சு பாடலாசிரியர்கள்	Categorie:Frans tekstdichter
பகுப்பு:காலியம் சேர்மங்கள்	Categorie:Verbinding van gallium
பகுப்பு:இயேசுவின் உவமைகள்	Categorie:Gelijkenis van Jezus
விக்கிப்பீடியா:விக்கித் திட்டம் திரைப்படம்	Wikipedia:Wikiproject/Film
பகுப்பு:செருமானிய மொழிகள்	Categorie:Germaanse taal
பகுப்பு:சீன அரசு	Categorie:Chinese overheid
பகுப்பு:இந்திய அரசு	Categorie:Indiase overheid
பகுப்பு:இலங்கை அரசு	Categorie:Sri Lankaanse overheid
விக்கிப்பீடியா:விக்கித் திட்டம் நாடுகள்	Wikipedia:Archief/Wikipedia:Land Sjabloon
பகுப்பு:ஆலைடுகள்	Categorie:Halogenide
பகுப்பு:ஆலசன் சேர்மங்கள்	Categorie:Halogeenverbinding
பகுப்பு:ஆலசன்கள்	Categorie:Halogeen
பகுப்பு:கம்போடிய இந்துக் கோயில்கள்	Categorie:Hindoeïstische tempel in Cambodja
பகுப்பு:இந்திய இந்துக் கோயில்கள்	Categorie:Hindoeïstische tempel in India
பகுப்பு:நாடுகள் வாரியாக இந்து சமயம்	Categorie:Hindoeïsme naar land
பகுப்பு:புதுச்சேரி வரலாறு	Categorie:Geschiedenis van Puducherry
பகுப்பு:மேற்கு வங்காளத்தின் வரலாறு	Categorie:Geschiedenis van West-Bengalen
பகுப்பு:பிணை கொளல்	Categorie:Gijzeling
பகுப்பு:சீனாவில் மனித உரிமைகள்	Categorie:Mensenrechten in China
பகுப்பு:நகைச்சுவை	Categorie:Humor
பகுப்பு:இபிசா	Categorie:Ibiza
பகுப்பு:ஒலிம்பிக் போட்டிகளில் இந்தியா	Categorie:India op de Olympische Spelen
பகுப்பு:இந்தியா தொடர்பான குறுங்கட்டுரைகள்	Categorie:Wikipedia:Beginnetje India
பகுப்பு:இந்திய விருதுகள்	Categorie:Indiase prijs
பகுப்பு:இந்தியக் கர்தினால்கள்	Categorie:Indiaas kardinaal
பகுப்பு:இந்திய உடைகள்	Categorie:Kleding in India
பகுப்பு:இந்தியத் துடுப்பாட்டக்காரர்கள்	Categorie:Indiaas cricketspeler
பகுப்பு:இந்திய ஹாக்கி வீரர்கள்	Categorie:Indiaas hockeyer
பகுப்பு:இந்திய வரலாற்றாளர்கள்	Categorie:Indiaas historicus
பகுப்பு:இந்திய நீதிபதிகள்	Categorie:Indiaas rechter
பகுப்பு:இந்திய ஓவியர்கள்	Categorie:Indiaas kunstschilder
பகுப்பு:இந்தியப் புகைப்படக்கலைஞர்கள்	Categorie:Indiaas fotograaf
பகுப்பு:ஆஸ்திரேலியப் பழங்குடிகள்	Categorie:Aborigines
பகுப்பு:கனிம வேதியியல்	Categorie:Anorganische chemie
பகுப்பு:கனிம வேதியியல் சேர்மங்கள்	Categorie:Anorganische verbinding
பகுப்பு:இடைஉப்பீனி சேர்மங்கள்	Categorie:Interhalogeenverbinding
பகுப்பு:அயோடின் சேர்மங்கள்	Categorie:Verbinding van jodium
பகுப்பு:அயர்லாந்து	Categorie:Ierland (eiland)
பகுப்பு:இரும்பு சேர்மங்கள்	Categorie:Verbinding van ijzer
பகுப்பு:இங்கிலாந்தின் தீவுகள்	Categorie:Engels eiland
பகுப்பு:இலங்கையின் தீவுகள்	Categorie:Sri Lankaans eiland
பகுப்பு:சமசயனேட்டுகள்	Categorie:Isocyanaatester
பகுப்பு:புரோமினின் ஓரிடத்தான்கள்	Categorie:Isotoop van broom
வார்ப்புரு:Infobox holiday	Sjabloon:Infobox feestdag
வார்ப்புரு:Infobox religious biography	Sjabloon:Infobox geestelijke
